Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Predicted_SalePrice
162,60,13688,9,5,2003,2004,664.0,1016,0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,3,726,400,0,0,0,0,0,0,3,2008,420956.4
163,20,12182,7,5,2005,2005,226.0,1201,0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,2,532,0,70,0,0,0,0,0,5,2010,216478.39
164,45,5500,4,6,1956,1956,0.0,0,0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,4,2007,99835.84
165,40,5400,6,7,1926,2004,0.0,370,0,779,1149,1149,467,0,1616,0,0,2,0,3,1,5,0,1,216,0,0,183,0,0,0,0,10,2007,151234.02
166,190,10106,5,7,1940,1999,0.0,351,181,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,0,0,140,0,0,0,0,0,0,9,2008,128537.09
167,20,10708,5,5,1955,1993,0.0,379,768,470,1617,1867,0,0,1867,1,0,1,0,2,1,7,3,1,303,476,0,0,0,142,0,0,11,2009,191026.44
168,60,10562,8,5,2007,2007,300.0,1288,0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,3,789,178,120,0,0,0,0,0,11,2007,325807.9
169,60,8244,7,5,2004,2004,0.0,0,0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2,440,100,48,0,0,0,0,0,5,2007,194907.88
170,20,16669,8,6,1981,1981,653.0,0,0,1686,1686,1707,0,0,1707,0,0,2,1,2,1,6,1,2,511,574,64,0,0,0,0,0,1,2006,226447.42
171,50,12358,5,6,1941,1950,0.0,360,0,360,720,854,0,528,1382,0,0,1,1,2,1,7,0,2,660,237,0,0,0,0,0,0,5,2007,127697.516
172,20,31770,6,5,1960,1960,112.0,639,0,441,1080,1656,0,0,1656,1,0,1,0,3,1,7,2,2,528,210,62,0,0,0,0,0,5,2010,206836.11
173,160,5306,7,7,1987,1987,0.0,495,215,354,1064,1064,703,0,1767,1,0,2,0,2,1,5,1,2,504,441,35,0,0,0,0,0,6,2006,232734.75
174,20,10197,6,5,1961,1961,491.0,288,374,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,2,504,0,20,0,0,0,0,0,6,2008,166584.81
175,20,12416,6,5,1986,1986,132.0,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,2,616,192,0,0,0,0,0,0,11,2008,199332.56
176,20,12615,6,7,1950,2001,0.0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,2,576,0,29,39,0,0,0,0,6,2007,236088.02
177,60,10029,6,5,1988,1989,268.0,831,0,320,1151,1164,896,0,2060,0,1,2,1,4,1,8,1,2,521,0,228,0,0,192,0,0,9,2007,218539.89
178,50,13650,5,5,1958,1958,0.0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,2,451,0,0,0,0,0,0,0,7,2006,170912.58
179,20,17423,9,5,2008,2009,748.0,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,3,1166,0,60,0,0,0,0,0,7,2009,497520.38
180,30,8520,5,6,1923,2006,0.0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,2,480,0,0,184,0,0,0,0,7,2007,98342.766
181,160,2117,6,5,2000,2000,456.0,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2,440,0,0,0,0,0,0,0,6,2007,169216.42
182,70,7588,7,6,1920,1950,0.0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1,216,0,0,40,0,0,0,0,7,2006,194895.73
183,20,9060,5,6,1957,2006,98.0,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1,252,116,0,0,180,0,0,0,6,2007,119075.41
184,50,11426,7,5,2003,2003,0.0,0,0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,2,484,280,238,0,0,0,0,0,6,2008,207591.7
185,50,7438,5,8,1908,1991,0.0,0,0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,2,576,104,0,0,0,0,0,0,6,2006,141702.61
186,75,22950,10,9,1892,1993,0.0,0,0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,3,840,0,260,0,0,410,0,0,6,2006,474043.56
187,80,9947,7,5,1990,1991,0.0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,2,497,168,27,0,0,0,0,0,6,2009,175253.97
188,50,10410,5,7,1916,1987,0.0,0,0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,1,180,0,0,0,140,0,0,0,8,2009,133458.45
189,90,7018,5,5,1979,1979,275.0,1086,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,2,528,120,0,0,0,0,0,0,6,2009,153612.16
190,120,4923,8,5,2001,2002,0.0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2,682,0,120,0,0,224,0,0,8,2008,284492.25
191,70,10570,8,8,1932,1994,0.0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,2,440,0,74,0,0,0,0,0,12,2007,316051.9
192,60,7472,7,9,1972,2004,138.0,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,0,0,6,2007,183792.94
193,20,9017,7,5,1999,1999,0.0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,0,0,9,2009,207081.2
194,160,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,5,2006,139123.02
195,20,7180,5,7,1972,1972,0.0,390,0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,5,2008,122173.31
196,160,2280,6,6,1976,1976,0.0,566,0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,2,440,87,0,0,0,0,0,0,7,2009,151209.53
197,20,9416,7,5,2007,2007,205.0,1126,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,3,786,171,138,0,0,266,0,0,9,2007,311423.62
198,75,25419,8,4,1918,1990,0.0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,2,795,0,16,552,0,0,512,0,3,2006,244752.56
199,75,5520,6,6,1912,1950,0.0,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0,0,0,198,30,0,0,0,0,7,2009,156500.44
200,20,9591,8,5,2004,2005,262.0,1088,0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,3,856,0,26,0,0,170,0,0,1,2009,339781.44
201,20,8546,4,5,2003,2004,0.0,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2,440,132,64,0,0,0,0,0,3,2010,145167.42
202,20,10125,6,6,1977,1977,0.0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,2,473,238,83,0,0,0,0,0,2,2008,168315.64
203,50,7000,6,6,1924,1950,0.0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1,398,0,0,126,0,0,0,0,5,2006,105872.82
204,120,4438,6,5,2004,2004,205.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,1,2008,151419.53
205,50,3500,5,7,1947,1950,0.0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1,240,0,35,0,0,0,0,0,4,2009,112624.164
206,20,11851,7,5,1990,1990,0.0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,2,500,0,34,0,508,0,0,0,5,2009,177525.27
207,20,13673,5,5,1962,1962,0.0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1,349,0,30,0,0,0,0,0,3,2007,148741.33
208,20,12493,4,5,1960,1960,0.0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1,312,355,0,0,0,0,0,0,4,2008,132052.08
209,60,14364,7,5,1988,1989,128.0,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,2,454,60,55,0,0,154,0,0,4,2007,229849.14
210,20,8250,6,7,1964,1964,260.0,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,2,504,0,0,0,0,0,0,0,7,2008,156342.7
211,30,5604,5,6,1925,1950,0.0,468,0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,96,0,0,0,0,4,2008,77362.78
212,20,10420,6,5,2009,2009,0.0,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2,460,100,22,0,0,0,0,0,3,2010,182704.34
213,60,8640,7,5,2009,2009,0.0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2,644,168,108,0,0,0,0,0,7,2009,237802.38
214,20,13568,5,5,1995,1995,0.0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,2,576,224,0,0,0,0,0,0,7,2006,146724.02
215,60,10900,6,7,1977,1977,153.0,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1,299,0,36,0,0,0,0,450,3,2010,157455.2
216,20,10011,5,6,1957,1996,64.0,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1,447,0,0,0,0,0,0,0,5,2006,114703.625
217,20,8450,7,5,2004,2004,266.0,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,4,2008,206935.8
218,70,9906,4,4,1925,1950,0.0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1,210,0,172,60,0,0,0,0,9,2006,102127.52
219,50,15660,7,9,1939,2006,312.0,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,2,431,0,119,150,0,0,0,0,5,2008,182885.42
220,120,3010,7,5,2005,2006,16.0,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2,438,108,0,0,0,0,0,0,3,2006,169606.52
221,20,8990,7,5,2006,2006,0.0,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2,675,351,33,0,0,0,0,0,4,2006,193382.06
222,60,8068,6,5,2002,2002,0.0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2,390,120,46,0,0,0,0,0,12,2009,211558.11
223,60,11475,6,6,1975,1975,0.0,550,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,2,2006,170068.5
224,20,10500,4,6,1971,1971,0.0,524,180,160,864,864,0,0,864,0,0,1,0,2,1,4,0,2,576,216,0,0,0,0,0,0,3,2009,92884.9
225,20,13472,10,5,2003,2003,922.0,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,6,2009,394760.03
226,160,1680,5,5,1971,1971,142.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,5,2009,112921.88
227,60,9950,7,5,1995,1995,290.0,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,6,2007,284090.34
228,160,1869,6,6,1970,1970,127.0,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,9,2008,105012.01
229,20,8521,5,5,1967,1967,0.0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,5,2010,124963.68
230,120,3182,7,5,2005,2006,16.0,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,5,2009,195339.05
231,20,8760,6,6,1959,1959,220.0,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,4,2010,145667.3
232,60,15138,8,5,1995,1996,506.0,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,3,810,0,146,202,0,0,0,0,7,2009,380599.0
233,160,1680,6,5,1972,1972,297.0,0,0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1,288,0,0,0,0,0,0,0,6,2006,93820.164
234,20,10650,5,6,1976,1976,0.0,182,712,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1,308,365,0,0,0,0,0,0,2,2010,129969.62
235,60,7851,6,5,2002,2002,,625,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2,440,288,48,0,0,0,0,0,5,2010,
236,160,1680,6,3,1971,1971,604.0,358,0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,8,2008,111294.3
237,20,8773,7,5,2004,2004,98.0,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2,494,132,105,0,0,0,0,0,5,2010,188022.25
238,60,9453,7,7,1993,2003,0.0,402,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,2,457,370,70,0,238,0,0,0,2,2010,194209.48
239,20,12030,8,5,2007,2007,254.0,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,12,2007,296435.56
240,50,8741,6,4,1945,1950,0.0,94,0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1,220,0,140,0,0,0,0,0,4,2010,123443.875
241,20,9000,8,5,2008,2008,36.0,1078,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2,750,144,168,0,0,0,0,0,4,2010,260781.2
242,30,3880,5,9,1945,1997,0.0,329,0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,8,2007,107938.914
243,50,5000,5,4,1900,1950,0.0,0,0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1,352,0,0,77,0,0,0,0,4,2006,88929.77
244,160,10762,6,6,1980,1980,0.0,0,0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1,288,0,28,0,0,0,0,0,4,2009,108556.336
245,60,8880,7,5,1994,2002,0.0,695,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,2,463,0,130,0,0,0,0,0,5,2010,244865.5
246,20,10400,7,5,1988,1988,102.0,929,0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,2,604,197,39,0,0,0,0,0,6,2006,249474.08
247,190,9142,6,8,1910,1950,0.0,0,0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1,440,0,60,112,0,0,0,0,4,2006,137377.11
248,20,11310,6,5,1954,1954,0.0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,2,451,0,30,0,0,0,0,0,6,2006,177018.75
249,60,11317,7,5,2003,2003,101.0,0,0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2,500,144,68,0,0,0,0,0,9,2007,173193.36
250,50,159000,6,7,1958,2006,472.0,697,0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,2,389,0,98,0,0,0,0,500,6,2007,277546.94
251,30,5350,3,2,1940,1966,0.0,0,0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,263,0,0,0,0,0,450,5,2010,74875.61
252,120,4750,8,5,2006,2007,481.0,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,538,123,0,0,0,153,0,0,12,2007,241733.16
253,60,8366,6,5,2004,2004,0.0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,520,138,45,0,0,0,0,0,12,2008,178071.11
254,80,9350,6,7,1964,1991,108.0,270,580,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1,309,333,0,0,0,0,0,0,10,2007,161912.69
255,20,8400,5,6,1957,1957,0.0,922,0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1,294,250,0,0,0,0,0,0,6,2010,144545.45
256,60,8738,7,5,1999,1999,302.0,0,0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,2,429,192,0,0,0,0,0,0,2,2006,230158.9
257,60,8791,6,5,2003,2003,0.0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,673,216,56,0,0,0,0,0,5,2008,171517.62
258,20,8814,7,5,2006,2006,180.0,1334,0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2,660,123,110,0,0,0,0,0,3,2009,224461.48
259,60,12435,7,5,2001,2001,172.0,361,0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2,564,0,96,0,245,0,0,0,5,2008,229085.88
260,20,12702,5,5,1956,1956,0.0,0,0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1,308,0,45,0,0,0,0,0,12,2008,82637.76
261,80,19296,6,5,1962,1962,399.0,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,2,884,0,0,252,0,0,0,0,5,2009,228367.89
262,60,9588,8,5,2007,2007,270.0,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,1,10,1,3,868,0,148,0,0,0,0,0,11,2007,313131.47
263,80,8471,6,7,1977,1995,46.0,506,0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,2,492,292,12,0,0,0,0,0,7,2006,152841.9
264,50,5500,5,7,1929,2001,0.0,234,692,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,2,484,0,0,0,0,0,0,0,4,2010,131031.62
265,30,5232,5,5,1925,2004,0.0,0,0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,6,2008,87393.555
266,20,12090,6,6,1981,1981,210.0,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,2,576,276,0,0,0,0,0,0,6,2008,142156.95
267,60,11207,6,5,1997,1997,0.0,714,0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,2,413,95,75,0,0,0,0,0,6,2006,182381.66
268,75,8400,5,8,1939,1997,0.0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1,240,262,24,0,0,0,0,0,7,2008,179344.55
269,30,6900,5,6,1940,1955,0.0,403,125,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1,924,0,25,0,0,0,0,0,2,2008,116776.414
270,20,7917,6,7,1976,1976,174.0,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1,504,370,30,0,0,0,0,0,5,2007,154476.08
271,60,10728,8,5,2006,2006,0.0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1,8,1,3,1053,192,51,0,0,0,0,0,8,2006,270434.38
272,20,39104,7,7,1954,2005,0.0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,2,439,81,0,0,0,0,0,0,4,2008,241718.56
273,60,11764,8,7,1999,2007,348.0,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,3,671,132,57,0,0,0,0,0,4,2010,284591.75
274,20,9600,6,6,1958,1988,183.0,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1,338,289,0,0,0,0,0,0,4,2009,140538.33
275,20,8314,5,7,1982,1982,0.0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1,264,168,0,0,0,0,0,0,6,2007,121222.13
276,50,7264,7,7,1925,2007,0.0,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,2,672,74,0,0,0,144,0,0,10,2009,123926.95
277,20,9196,7,5,2003,2003,0.0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2,573,100,150,0,0,0,0,0,4,2010,210900.9
278,20,19138,4,5,1951,1951,0.0,120,0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,2,400,0,0,0,0,0,0,0,6,2010,90184.19
279,20,14450,9,5,2006,2007,315.0,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,3,732,124,98,0,0,142,0,0,5,2007,407474.75
280,60,10005,7,5,1977,1977,299.0,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,2,505,288,117,0,0,0,0,0,3,2008,189071.56
281,60,11287,7,6,1989,1989,340.0,421,0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,2,575,0,84,0,196,0,0,0,1,2007,197817.4
282,20,7200,6,5,2006,2006,68.0,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,1,5,0,2,572,0,120,0,0,0,0,0,5,2006,167132.6
283,120,5063,7,5,2007,2008,166.0,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,4,2009,212024.58
284,20,9612,8,5,2008,2009,72.0,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,3,898,210,150,0,0,0,0,0,12,2009,247868.06
285,120,8012,6,5,1992,1992,0.0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,2,529,0,0,52,0,0,0,0,7,2007,174078.12
286,160,4251,7,5,2006,2007,0.0,0,0,625,625,625,625,0,1250,0,0,2,1,2,1,5,0,2,528,0,54,0,0,0,0,0,6,2007,161528.52
287,50,9786,6,7,1962,1981,0.0,600,0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,2,440,0,0,0,0,128,0,0,6,2006,170173.23
288,20,8125,4,4,1971,1971,0.0,614,0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,6,2006,93465.56
289,20,9819,5,5,1967,1967,31.0,450,0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,2,2010,116874.73
290,70,8730,6,7,1915,2003,0.0,0,0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,1,384,0,0,0,0,259,0,0,7,2007,167472.39
291,60,15611,8,5,2006,2006,0.0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,2,685,0,51,0,0,0,0,0,7,2006,230232.12
292,190,5687,5,6,1912,2000,0.0,210,0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,0,0,0,184,0,0,0,0,0,3,2008,135610.58
293,50,11409,5,4,1949,2008,0.0,292,0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1,281,0,0,0,0,160,0,0,1,2009,99723.11
294,60,16659,7,7,1977,1994,34.0,795,0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,2,539,0,250,0,0,0,0,0,3,2006,238044.23
295,20,9600,6,5,1953,1953,238.0,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,2,418,110,0,0,0,0,0,0,10,2009,169004.67
296,80,7937,6,6,1984,1984,0.0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,2,588,120,0,0,0,0,0,0,3,2006,139113.58
297,50,13710,5,5,1950,1950,0.0,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1,282,289,0,0,0,0,0,0,6,2007,141637.22
298,60,7399,7,5,1997,1998,1600.0,649,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,2,576,0,10,0,0,198,0,0,6,2007,234571.5
299,60,11700,6,6,1968,1968,365.0,384,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,6,2007,127320.02
300,20,14000,6,8,1950,2004,0.0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1,300,0,36,0,0,0,0,0,8,2009,160398.33
301,190,15750,5,5,1953,1953,56.0,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1,375,0,0,0,0,0,0,0,6,2006,160361.12
302,60,16226,8,5,1998,1999,0.0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,2,683,208,50,0,0,0,0,0,5,2007,259814.1
303,20,13704,7,5,2001,2002,150.0,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,3,843,468,81,0,0,0,0,0,1,2006,220796.38
304,20,9800,5,7,1972,1972,0.0,894,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,2,552,256,0,0,0,0,0,0,7,2006,150804.45
305,75,18386,7,9,1880,2002,0.0,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,3,870,302,0,0,0,0,0,0,5,2008,295403.6
306,20,10386,8,5,2004,2005,246.0,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,3,888,168,0,0,0,0,0,0,7,2007,337945.34
307,60,13474,7,5,1990,1991,246.0,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,3,746,127,44,224,0,0,0,0,6,2007,239637.75
308,50,7920,6,7,1920,1950,0.0,0,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,0,0,0,144,0,0,0,0,0,3,2008,118207.164
309,30,12342,4,5,1940,1950,0.0,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,3,2009,86865.12
310,20,12378,9,5,2003,2004,0.0,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3,708,208,175,0,0,0,0,0,11,2006,415319.22
311,60,7685,6,5,1993,1994,112.0,518,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,5,2006,169231.42
312,20,8000,6,6,1948,2002,0.0,680,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,5,2009,130413.64
313,190,7800,5,7,1939,1950,0.0,507,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,2,410,0,0,0,0,271,0,0,5,2006,175985.88
314,20,215245,7,5,1965,1965,0.0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,2,513,0,0,0,0,0,0,0,6,2009,376595.3
315,70,9600,7,7,1925,1990,0.0,16,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,2,546,0,0,234,0,0,0,0,8,2006,82251.03
316,60,7795,7,5,2004,2005,0.0,425,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,7,2009,194747.16
317,60,13005,7,7,1980,1980,278.0,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,2,484,288,195,0,0,0,0,0,8,2009,256614.98
318,60,9000,8,5,2006,2006,0.0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,12,2007,261967.6
319,60,9900,7,5,1993,1993,256.0,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,4,2009,304636.84
320,80,14115,7,5,1980,1980,225.0,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,6,2009,188154.38
321,60,16259,9,5,2006,2006,370.0,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,9,2006,351150.16
322,60,12099,8,5,2004,2004,388.0,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,6,2007,366997.88
323,60,10380,7,5,1986,1987,172.0,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,2,576,201,96,0,0,0,0,0,8,2007,299069.6
324,20,5820,3,8,1955,2005,0.0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,7,2006,126682.36
325,80,11275,7,7,1967,2007,300.0,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,2,564,240,0,0,0,0,0,0,6,2010,246973.6
